time,av_infections,sd_infections,av_susceptible,sd_susceptible,av_recovered,sd_recovered,av_dead,sd_dead,av_total_infected,sd_total_infected,time
89.0,257.4,72.88682246393302,4210.3,286.7550445163181,5402.0,269.6281389865185,67.1,6.226288353960702,5726.5,284.13152275349915,89
90.0,243.2,68.44267674484978,4200.8,285.47807855128445,5430.0,268.41841301305027,67.4,6.636598861197236,5740.6,284.2484046666851,90
91.0,230.5,66.70373969193098,4190.7,286.5422404385705,5455.2,267.3789653490175,68.5,6.60387091871965,5754.2,285.7056760607555,91
92.0,221.4,63.96908975782323,4182.3,285.15027227372195,5479.0,267.3985789042268,69.1,6.556591255285698,5769.5,285.74590499641846,92
93.0,202.3,57.33343023247625,4174.5,284.9655924649306,5507.8,268.6818854250423,69.6,6.963396361610395,5779.7,285.9934148426032,93
94.0,187.1,52.04794797961673,4166.8,285.23432861810693,5534.7,271.6705725690583,70.0,7.302967433402215,5791.8,286.58208054393225,94
95.0,173.3,52.67099138361963,4158.8,285.8149362398295,5556.7,273.2715580598253,70.2,7.330302403948512,5800.2,287.0094075113218,95
96.0,162.1,48.01724227353707,4152.4,286.67798427271435,5577.0,273.698130550186,70.6,7.167829363048327,5809.7,285.11091409017183,96
97.0,149.7,48.037138410470156,4145.8,284.572505894563,5596.3,272.2764322440625,71.0,6.912147117775907,5817.0,285.60384373386074,97
98.0,140.3,44.877735137940185,4138.9,285.1827679070233,5614.2,272.4154506957668,71.4,6.915361322607968,5825.9,286.5156385105551,98
99.0,131.5,45.112821532981805,4132.1,286.2195932418945,5630.5,274.45916514726434,71.6,6.703233050799692,5833.6,285.41867882502396,99
100.0,123.6,41.76707900833967,4126.7,286.18760358276256,5645.0,274.72369958034403,72.4,6.736302975503535,5841.0,284.6795469373317,100
101.0,117.4,40.67267715145718,4122.2,285.1147137557092,5660.1,275.9707915301505,72.5,6.883958809354461,5850.0,284.61201661208895,101
102.0,109.2,39.67030795611919,4115.8,282.0322282608457,5674.7,278.8735476081508,72.9,6.707375708046246,5856.8,284.3592407110727,102
103.0,102.2,38.45574657244928,4109.6,280.89309947617676,5687.7,281.2614639638909,73.0,6.599663291074443,5862.9,284.69299253757544,103
104.0,96.6,37.369625217399346,4103.3,281.4711550250063,5699.5,282.44222614742137,73.0,6.599663291074443,5869.1,283.76494576399745,104
105.0,91.6,39.34801985699746,4100.1,282.5791727797519,5710.9,283.4197711287388,73.1,6.505553183413554,5875.6,283.0807501599342,105
